"kinase","logFC","AveExpr","t","P.Value","adj.P.Val","B","kinase_FDR"
"CLK4",-0.390141653467219,4.63539835233286,-1.85536242310648,0.121165746343183,0.553658452567371,-5.19895067699859,0.480624127161291
"CAMKK2",-0.179517062819942,5.7319628585599,-1.80837711794921,0.128803948508642,0.563497538891079,-5.25975648067174,0.502671811915304
"BRD4",-0.44791437909495,5.29230360780583,-1.80372681799595,0.129586054350428,0.56488822455871,-5.26575785520269,0.502671811915304
"STRADB",0.145540588618419,6.87728334623039,1.80191493237059,0.129892085852064,0.565161320450603,-5.26809529144747,0.502671811915304
"TESK1",-0.312363958484576,1.84502345228066,-1.78359375360335,0.133027978464036,0.567979228956431,-5.29170270068225,0.510655788297429
"LATS1",-0.466592281217745,4.49258904174719,-1.76334119512471,0.1365835566502,0.572412768535183,-5.31773710198776,0.518733400633535
"ZAP70",-1.35991139404824,-0.804339957091133,-1.75632802164257,0.137837007750954,0.574562346020969,-5.32673667506831,0.518733400633535
"SCYL1",-0.181562467082703,6.95500807433825,-1.7401523443149,0.140772357482412,0.57855450100972,-5.34746169765759,0.518733400633535
"CSNK2A2",-0.404916078886926,7.78354178172686,-1.7380121871142,0.141165400567337,0.578703554588589,-5.35020031822033,0.518733400633535
"TTN",0.467192628196494,4.82829264788766,1.73448228357917,0.141816080152639,0.579978015894542,-5.35471551163802,0.518733400633535
"ACVR2A",-0.444339369213606,5.38773073613646,-1.72895745990043,0.142840533856322,0.581562702867,-5.36177792710226,0.518733400633535
"TEC",0.570240326554952,1.00459479377464,1.72476840132783,0.143622241088228,0.58248611186805,-5.36712909449811,0.518733400633535
"MAPK3",-0.285291094147408,4.79056362137853,-1.72022138794421,0.144475594959034,0.584004165246121,-5.37293382980576,0.518733400633535
"PAK1",0.2064823939053,5.79347237925554,1.7140274478502,0.145646202418065,0.586026282003826,-5.38083477803187,0.518733400633535
